,colsample_bytree,eval_metric,val,metrics,subsample,eta,num_round,seed,max_depth,gamma,avg_score,score_std
72,0.8,auc,False,auc,0.8,0.001,5000.0,0.0,4.0,0.0,0.130334545368,0.00783476860242
73,0.8,auc,False,auc,0.8,0.001,5000.0,0.0,5.0,0.0,0.122499718956,0.0313393514964
74,0.8,auc,False,auc,0.8,0.001,5000.0,0.0,6.0,0.0,0.122499719953,0.0156697036562
75,0.8,auc,False,auc,0.8,0.001,5000.0,999.0,4.0,0.0,0.130334543375,0.0235045270779
76,0.8,auc,False,auc,0.8,0.001,5000.0,999.0,5.0,0.0,0.138169369787,0.0156695930209
77,0.8,auc,False,auc,0.8,0.001,5000.0,999.0,6.0,0.0,0.12249972095,5.5816029465e-08
78,0.8,auc,False,auc,0.7,0.001,5000.0,0.0,4.0,0.0,0.0989952506846,0.0235044144492
79,0.8,auc,False,auc,0.7,0.001,5000.0,0.0,5.0,0.0,0.15383901663,5.38225997659e-08
80,0.8,auc,False,auc,0.7,0.001,5000.0,0.0,6.0,0.0,0.114664897528,0.0078347676057
81,0.8,auc,False,auc,0.7,0.001,5000.0,999.0,4.0,0.0,0.10683007311,5.68127442938e-08
82,0.8,auc,False,auc,0.7,0.001,5000.0,999.0,5.0,0.0,0.0989952496878,0.00783476660899
83,0.8,auc,False,auc,0.7,0.001,5000.0,999.0,6.0,0.0,0.146004194205,0.0235044174393
84,0.8,auc,False,auc,0.6,0.001,5000.0,0.0,4.0,0.0,0.15383901364,0.0470089973431
85,0.8,auc,False,auc,0.6,0.001,5000.0,0.0,5.0,0.0,0.0989952496878,0.00783476660899
86,0.8,auc,False,auc,0.6,0.001,5000.0,0.0,6.0,0.0,0.146004190218,0.0391741739214
87,0.8,auc,False,auc,0.6,0.001,5000.0,999.0,4.0,0.0,0.138169367793,0.0156697026595
88,0.8,auc,False,auc,0.6,0.001,5000.0,999.0,5.0,0.0,0.146004192212,0.00783487824105
89,0.8,auc,False,auc,0.6,0.001,5000.0,999.0,6.0,0.0,0.138169367793,0.0156697026595
90,0.7,auc,False,auc,1.0,0.001,5000.0,0.0,4.0,0.0,0.1623644394,0.00852536894689
91,0.7,auc,False,auc,1.0,0.001,5000.0,0.0,5.0,0.0,0.10683007311,5.68127442729e-08
92,0.7,auc,False,auc,1.0,0.001,5000.0,0.0,6.0,0.0,0.0911604272628,0.0313392378709
93,0.7,auc,False,auc,1.0,0.001,5000.0,999.0,4.0,0.0,0.122499721946,0.0156695920242
94,0.7,auc,False,auc,1.0,0.001,5000.0,999.0,5.0,0.0,0.0911604252694,5.78094592127e-08
95,0.7,auc,False,auc,1.0,0.001,5000.0,999.0,6.0,0.0,0.0676559530108,0.00783488322462
96,0.7,auc,False,auc,0.9,0.001,5000.0,0.0,4.0,0.0,0.114664896531,0.00783488023448
97,0.7,auc,False,auc,0.9,0.001,5000.0,0.0,5.0,0.0,0.114664896531,0.00783488023448
98,0.7,auc,False,auc,0.9,0.001,5000.0,0.0,6.0,0.0,0.0989952486911,0.00783488123119
99,0.7,auc,False,auc,0.9,0.001,5000.0,999.0,4.0,0.0,0.138169367793,0.0156697026595
100,0.7,auc,False,auc,0.9,0.001,5000.0,999.0,5.0,0.0,0.146004192212,0.00783487824105
101,0.7,auc,False,auc,0.9,0.001,5000.0,999.0,6.0,0.0,0.0833256008509,0.00783488222791
102,0.7,auc,False,auc,0.8,0.001,5000.0,0.0,4.0,0.0,0.0911604252694,5.78094590808e-08
103,0.7,auc,False,auc,0.8,0.001,5000.0,0.0,5.0,0.0,0.114664898525,0.0235044154459
104,0.7,auc,False,auc,0.8,0.001,5000.0,0.0,6.0,0.0,0.130334544371,0.00783487923776
105,0.7,auc,False,auc,0.8,0.001,5000.0,999.0,4.0,0.0,0.130334543375,0.0235045270779
106,0.7,auc,False,auc,0.8,0.001,5000.0,999.0,5.0,0.0,0.122499721946,0.0156695920242
107,0.7,auc,False,auc,0.8,0.001,5000.0,999.0,6.0,0.0,0.059821129589,5.98028888771e-08
108,0.7,auc,False,auc,0.7,0.001,5000.0,0.0,4.0,0.0,0.13816936879,5.4819314449e-08
109,0.7,auc,False,auc,0.7,0.001,5000.0,0.0,5.0,0.0,0.0754907784259,0.015669589034
110,0.7,auc,False,auc,0.7,0.001,5000.0,0.0,6.0,0.0,0.169508668457,0.0626785385348
111,0.7,auc,False,auc,0.7,0.001,5000.0,999.0,4.0,0.0,0.0989952466977,0.0391741769116
112,0.7,auc,False,auc,0.7,0.001,5000.0,999.0,5.0,0.0,0.130334545368,0.00783476860242
113,0.7,auc,False,auc,0.7,0.001,5000.0,999.0,6.0,0.0,0.130334544371,0.00783487923776
114,0.7,auc,False,auc,0.6,0.001,5000.0,0.0,4.0,0.0,0.0989952496878,0.00783476660899
115,0.7,auc,False,auc,0.6,0.001,5000.0,0.0,5.0,0.0,0.153839018624,0.0313392418578
116,0.7,auc,False,auc,0.6,0.001,5000.0,0.0,6.0,0.0,0.114664898525,0.0235044154459
117,0.7,auc,False,auc,0.6,0.001,5000.0,999.0,4.0,0.0,0.146004195202,0.0391740652795
118,0.7,auc,False,auc,0.6,0.001,5000.0,999.0,5.0,0.0,0.15383901663,5.3822599877e-08
119,0.7,auc,False,auc,0.6,0.001,5000.0,999.0,6.0,0.0,0.130334546365,0.0235044164426
120,0.6,auc,False,auc,1.0,0.001,5000.0,0.0,4.0,0.0,0.138169367793,0.0156697026595
121,0.6,auc,False,auc,1.0,0.001,5000.0,0.0,5.0,0.0,0.0598211285923,0.0156697076431
122,0.6,auc,False,auc,1.0,0.001,5000.0,0.0,6.0,0.0,0.0833256008509,0.00783488222791
123,0.6,auc,False,auc,1.0,0.001,5000.0,999.0,4.0,0.0,0.146004192212,0.00783487824105
124,0.6,auc,False,auc,1.0,0.001,5000.0,999.0,5.0,0.0,0.0676559550042,0.0235044124557
125,0.6,auc,False,auc,1.0,0.001,5000.0,999.0,6.0,0.0,0.0915422233703,0.000381740291418
126,0.6,auc,False,auc,0.9,0.001,5000.0,0.0,4.0,0.0,0.106830072113,0.0156697046529
127,0.6,auc,False,auc,0.9,0.001,5000.0,0.0,5.0,0.0,0.12249972095,5.58160294234e-08
128,0.6,auc,False,auc,0.9,0.001,5000.0,0.0,6.0,0.0,0.138169369787,0.0156695930209
129,0.6,auc,False,auc,0.9,0.001,5000.0,999.0,4.0,0.0,0.138169367793,0.0156697026595
130,0.6,auc,False,auc,0.9,0.001,5000.0,999.0,5.0,0.0,0.153839015633,0.0156697016628
131,0.6,auc,False,auc,0.9,0.001,5000.0,999.0,6.0,0.0,0.153839017627,0.0156695940176
132,0.6,auc,False,auc,0.8,0.001,5000.0,0.0,4.0,0.0,0.122499718956,0.0313393514964
133,0.6,auc,False,auc,0.8,0.001,5000.0,0.0,5.0,0.0,0.122499721946,0.0156695920242
134,0.6,auc,False,auc,0.8,0.001,5000.0,0.0,6.0,0.0,0.153839017627,0.0156695940176
135,0.6,auc,False,auc,0.8,0.001,5000.0,999.0,4.0,0.0,0.12249972095,5.5816029472e-08
136,0.6,auc,False,auc,0.8,0.001,5000.0,999.0,5.0,0.0,0.106830072113,0.0156697046529
137,0.6,auc,False,auc,0.8,0.001,5000.0,999.0,6.0,0.0,0.114664897528,0.0078347676057
138,0.6,auc,False,auc,0.7,0.001,5000.0,0.0,4.0,0.0,0.138169369787,0.0156695930209
139,0.6,auc,False,auc,0.7,0.001,5000.0,0.0,5.0,0.0,0.146004191215,0.0235045260812
140,0.6,auc,False,auc,0.7,0.001,5000.0,0.0,6.0,0.0,0.122499719953,0.0156697036562
141,0.6,auc,False,auc,0.7,0.001,5000.0,999.0,4.0,0.0,0.130334543375,0.0235045270779
142,0.6,auc,False,auc,0.7,0.001,5000.0,999.0,5.0,0.0,0.138169369787,0.0156695930209
143,0.6,auc,False,auc,0.7,0.001,5000.0,999.0,6.0,0.0,0.122499722943,0.0313392398643
144,0.6,auc,False,auc,0.6,0.001,5000.0,0.0,4.0,0.0,0.146004195202,0.0391740652795
145,0.6,auc,False,auc,0.6,0.001,5000.0,0.0,5.0,0.0,0.106830071116,0.0313393524931
146,0.6,auc,False,auc,0.6,0.001,5000.0,0.0,6.0,0.0,0.169508666464,0.0313392428545
147,0.6,auc,False,auc,0.6,0.001,5000.0,999.0,4.0,0.0,0.130334544371,0.00783487923776
148,0.6,auc,False,auc,0.6,0.001,5000.0,999.0,5.0,0.0,0.114664898525,0.0235044154459
149,0.6,auc,False,auc,0.6,0.001,5000.0,999.0,6.0,0.0,0.146004191215,0.0235045260812
