,feature,fscore,norm_fscore
172,L0_S15_F403,69,0.000276233140771
173,L1_S24_F1685,69,0.000276233140771
174,L1_S24_F1768,69,0.000276233140771
175,L0_S14_F362,71,0.000284239898474
176,L0_S19_F455,72,0.000288243277326
177,L1_S24_F1758,74,0.00029625003503
178,L0_S12_F330,78,0.000312263550437
179,L1_S24_F1148,78,0.000312263550437
180,L3_S29_F3317,79,0.000316266929288
181,L1_S24_F1230,79,0.000316266929288
182,L1_S25_F1892,80,0.00032027030814
183,L1_S25_F2126,80,0.00032027030814
184,L1_S25_F2443,81,0.000324273686992
185,L1_S24_F1000,81,0.000324273686992
186,L1_S24_F1793,82,0.000328277065844
187,L3_S30_F3784,82,0.000328277065844
188,L0_S22_F601,82,0.000328277065844
189,L1_S25_F2818,83,0.000332280444695
190,L1_S24_F1381,84,0.000336283823547
191,L1_S24_F1079,84,0.000336283823547
192,L1_S25_F3034,84,0.000336283823547
193,L1_S25_F3030,85,0.000340287202399
194,L1_S24_F700,86,0.000344290581251
195,L3_S41_F4008,88,0.000352297338954
196,L0_S21_F512,88,0.000352297338954
197,L1_S24_F1518,90,0.000360304096658
198,L1_S24_F1255,91,0.000364307475509
199,L0_S23_F631,91,0.000364307475509
200,L1_S24_F993,92,0.000368310854361
201,L1_S24_F1810,92,0.000368310854361
202,L1_S25_F2970,92,0.000368310854361
203,L1_S24_F1008,93,0.000372314233213
204,L1_S25_F2026,95,0.000380320990916
205,L3_S47_F4153,95,0.000380320990916
206,L2_S27_F3129,96,0.000384324369768
207,L3_S34_F3876,98,0.000392331127472
208,L1_S25_F2136,99,0.000396334506323
209,L0_S12_F338,99,0.000396334506323
210,L3_S35_F3913,99,0.000396334506323
211,L1_S25_F2091,99,0.000396334506323
212,L2_S26_F3047,100,0.000400337885175
213,L0_S17_F433,102,0.000408344642879
214,L1_S25_F1948,103,0.00041234802173
215,L1_S25_F2317,104,0.000416351400582
216,L1_S24_F1122,106,0.000424358158286
217,L0_S21_F472,108,0.000432364915989
218,L1_S24_F1431,108,0.000432364915989
219,L1_S25_F2041,111,0.000444375052544
220,L1_S24_F1675,113,0.000452381810248
221,L1_S25_F1981,113,0.000452381810248
222,L1_S24_F1490,113,0.000452381810248
223,L3_S41_F4020,114,0.0004563851891
224,L1_S25_F2016,114,0.0004563851891
225,L1_S24_F1056,115,0.000460388567951
226,L1_S25_F2867,116,0.000464391946803
227,L3_S30_F3664,117,0.000468395325655
228,L1_S24_F1031,118,0.000472398704507
229,L3_S44_F4115,118,0.000472398704507
230,L1_S24_F1773,118,0.000472398704507
231,L3_S40_F3980,119,0.000476402083358
232,L0_S21_F502,119,0.000476402083358
233,L1_S25_F1852,122,0.000488412219914
234,L1_S24_F1539,122,0.000488412219914
235,L2_S27_F3214,123,0.000492415598765
236,L1_S24_F1145,123,0.000492415598765
237,L3_S35_F3894,131,0.000524442629579
238,L1_S25_F2021,132,0.000528446008431
239,L1_S25_F2051,133,0.000532449387283
240,L2_S26_F3113,133,0.000532449387283
241,L0_S21_F482,136,0.000544459523838
242,L3_S30_F3674,138,0.000552466281542
243,L1_S25_F1943,141,0.000564476418097
244,L3_S40_F3986,141,0.000564476418097
245,L1_S24_F1106,143,0.0005724831758
246,L0_S18_F439,144,0.000576486554652
247,L1_S24_F1510,144,0.000576486554652
248,L1_S24_F1051,144,0.000576486554652
249,L3_S40_F3982,146,0.000584493312356
250,L0_S12_F340,148,0.000592500070059
251,L3_S29_F3324,151,0.000604510206614
252,L0_S23_F667,154,0.00061652034317
253,L1_S24_F1130,156,0.000624527100873
254,L0_S13_F356,156,0.000624527100873
255,L2_S27_F3133,159,0.000636537237428
256,L1_S25_F2076,159,0.000636537237428
257,L1_S24_F1748,162,0.000648547373984
258,L1_S24_F1820,163,0.000652550752835
259,L1_S24_F1441,165,0.000660557510539
260,L3_S30_F3569,166,0.000664560889391
261,L1_S25_F1900,167,0.000668564268242
262,L1_S24_F728,167,0.000668564268242
263,L1_S25_F2439,175,0.000700591299056
264,L1_S24_F808,175,0.000700591299056
265,L1_S25_F1973,177,0.00070859805676
266,L2_S27_F3206,180,0.000720608193315
267,L0_S22_F596,182,0.000728614951019
268,L1_S25_F2508,184,0.000736621708722
269,L3_S30_F3669,184,0.000736621708722
270,L1_S24_F1006,185,0.000740625087574
271,L3_S30_F3829,187,0.000748631845277
272,L3_S30_F3589,189,0.000756638602981
273,L1_S25_F3026,189,0.000756638602981
274,L1_S24_F1662,190,0.000760641981833
275,L3_S41_F4006,191,0.000764645360684
276,L0_S21_F477,194,0.00077665549724
277,L0_S22_F556,201,0.000804679149202
278,L0_S12_F352,202,0.000808682528054
279,L3_S29_F3461,202,0.000808682528054
280,L3_S29_F3430,206,0.000824696043461
281,L1_S24_F1581,210,0.000840709558868
282,L2_S27_F3155,210,0.000840709558868
283,L1_S25_F2220,211,0.000844712937719
284,L2_S26_F3106,214,0.000856723074275
285,L2_S27_F3199,215,0.000860726453126
286,L3_S30_F3544,220,0.000880743347385
287,L1_S24_F1376,226,0.000904763620496
288,L1_S24_F812,235,0.000940794030161
289,L3_S30_F3684,235,0.000940794030161
290,L1_S24_F1134,236,0.000944797409013
291,L1_S24_F1118,238,0.000952804166717
292,L1_S24_F872,240,0.00096081092442
293,L3_S30_F3644,242,0.000968817682124
294,L1_S25_F2046,244,0.000976824439827
295,L0_S21_F532,245,0.000980827818679
296,L1_S24_F1814,247,0.000988834576382
297,L0_S22_F586,248,0.000992837955234
298,L3_S30_F3819,251,0.00100484809179
299,L0_S12_F336,261,0.00104488188031
300,L3_S29_F3357,264,0.00105689201686
301,L0_S23_F623,267,0.00106890215342
302,L0_S22_F571,269,0.00107690891112
303,L1_S24_F1110,272,0.00108891904768
304,L2_S28_F3307,278,0.00111293932079
305,L3_S29_F3315,287,0.00114896973045
306,L3_S30_F3584,288,0.0011529731093
307,L0_S23_F663,291,0.00116498324586
308,L0_S22_F611,293,0.00117299000356
309,L1_S25_F3001,294,0.00117699338241
310,L2_S27_F3140,294,0.00117699338241
311,L3_S30_F3634,298,0.00119300689782
312,L1_S24_F810,298,0.00119300689782
313,L1_S25_F2101,302,0.00120902041323
314,L0_S23_F659,305,0.00122103054978
315,L2_S26_F3036,315,0.0012610643383
316,L1_S24_F1798,315,0.0012610643383
317,L1_S25_F2237,319,0.00127707785371
318,L1_S25_F2061,322,0.00128908799026
319,L1_S24_F1728,322,0.00128908799026
320,L1_S24_F1609,324,0.00129709474797
321,L0_S23_F619,329,0.00131711164223
322,L1_S24_F1783,344,0.001377162325
323,L1_S24_F1072,345,0.00138116570385
324,L1_S24_F1824,349,0.00139717921926
325,L2_S27_F3210,350,0.00140118259811
326,L1_S25_F2056,351,0.00140518597696
327,L1_S25_F1987,354,0.00141719611352
328,L0_S14_F358,355,0.00142119949237
329,L0_S18_F449,356,0.00142520287122
330,L0_S19_F459,361,0.00144521976548
331,L0_S16_F426,370,0.00148125017515
332,L1_S24_F1451,374,0.00149726369055
333,L1_S24_F1672,380,0.00152128396367
334,L1_S24_F1197,382,0.00152929072137
335,L1_S24_F1002,408,0.00163337857151
336,L1_S24_F1401,413,0.00165339546577
337,L3_S30_F3504,416,0.00166540560233
338,L1_S24_F1695,417,0.00166940898118
339,L1_S25_F2147,423,0.00169342925429
340,L3_S30_F3629,423,0.00169342925429
341,L2_S26_F3073,427,0.0017094427697
342,L0_S22_F591,433,0.00173346304281
343,L1_S24_F1831,446,0.00178550696788
344,L1_S25_F2071,447,0.00178951034673
345,L1_S24_F1506,461,0.00184555765066
346,L0_S21_F517,466,0.00186557454492
347,L0_S14_F386,468,0.00187358130262
348,L3_S30_F3794,482,0.00192962860654
349,L1_S24_F1788,483,0.0019336319854
350,L1_S24_F1573,489,0.00195765225851
351,L3_S29_F3342,492,0.00196966239506
352,L1_S24_F1700,496,0.00198567591047
353,L3_S30_F3689,503,0.00201369956243
354,L0_S21_F537,503,0.00201369956243
355,L0_S22_F576,511,0.00204572659324
356,L1_S24_F1718,520,0.00208175700291
357,L3_S29_F3348,537,0.00214981444339
358,L1_S24_F1567,537,0.00214981444339
359,L2_S26_F3040,543,0.0021738347165
360,L0_S21_F487,544,0.00217783809535
361,L3_S30_F3524,548,0.00219385161076
362,L1_S24_F1604,561,0.00224589553583
363,L1_S24_F1652,561,0.00224589553583
364,L1_S24_F1622,571,0.00228592932435
365,L3_S29_F3330,583,0.00233396987057
366,L3_S29_F3354,594,0.00237800703794
367,L1_S24_F1627,600,0.00240202731105
368,L1_S24_F1436,604,0.00241804082646
369,L0_S22_F551,612,0.00245006785727
370,L3_S30_F3624,614,0.00245807461498
371,L1_S25_F2496,618,0.00247408813038
372,L3_S29_F3433,643,0.00257417260168
373,L3_S35_F3889,650,0.00260219625364
374,L0_S12_F348,657,0.0026302199056
375,L1_S24_F1594,664,0.00265824355756
376,L1_S24_F1421,667,0.00267025369412
377,L3_S29_F3473,669,0.00267826045182
378,L1_S24_F1544,669,0.00267826045182
379,L1_S25_F2036,674,0.00269827734608
380,L1_S25_F2170,679,0.00271829424034
381,L3_S29_F3327,682,0.00273030437689
382,L1_S24_F1599,686,0.0027463178923
383,L3_S29_F3476,688,0.00275432465
384,L3_S30_F3519,705,0.00282238209048
385,L1_S25_F2241,708,0.00283439222704
386,L3_S30_F3799,712,0.00285040574245
387,L3_S29_F3382,713,0.0028544091213
388,L3_S29_F3321,718,0.00287442601556
389,L3_S30_F3709,718,0.00287442601556
390,L0_S23_F655,718,0.00287442601556
391,L1_S24_F907,729,0.00291846318293
392,L0_S23_F643,730,0.00292246656178
393,L1_S24_F1498,732,0.00293047331948
394,L3_S30_F3494,746,0.00298652062341
395,L0_S15_F415,757,0.00303055779078
396,L0_S12_F332,758,0.00303456116963
397,L1_S24_F1172,781,0.00312663888322
398,L1_S24_F1575,782,0.00313064226207
399,L1_S24_F1571,786,0.00314665577748
400,L1_S24_F1041,788,0.00315466253518
401,L0_S23_F651,801,0.00320670646025
402,L1_S24_F867,805,0.00322271997566
403,L1_S24_F800,816,0.00326675714303
404,L0_S12_F342,819,0.00327876727958
405,L0_S22_F561,823,0.00329478079499
406,L3_S30_F3509,833,0.00333481458351
407,L1_S25_F1869,844,0.00337885175088
408,L3_S30_F3809,851,0.00340687540284
409,L3_S30_F3604,857,0.00343089567595
410,L2_S26_F3117,860,0.00344290581251
411,L1_S24_F1816,861,0.00344690919136
412,L3_S30_F3769,861,0.00344690919136
413,L3_S30_F3514,870,0.00348293960102
414,L1_S24_F1848,889,0.00355900379921
415,L1_S24_F1829,902,0.00361104772428
416,L0_S15_F397,906,0.00362706123969
417,L3_S30_F3574,924,0.00369912205902
418,L3_S35_F3896,924,0.00369912205902
419,L0_S15_F418,933,0.00373515246868
420,L0_S15_F406,941,0.0037671794995
421,L3_S30_F3804,956,0.00382723018227
422,L0_S13_F354,956,0.00382723018227
423,L3_S29_F3379,971,0.00388728086505
424,L1_S25_F1858,1005,0.00402339574601
425,L3_S29_F3318,1016,0.00406743291338
426,L3_S29_F3376,1039,0.00415951062697
427,L3_S32_F3850,1055,0.0042235646886
428,L2_S27_F3166,1076,0.00430763564448
429,L3_S30_F3579,1079,0.00431964578104
430,L3_S30_F3704,1101,0.00440772011578
431,L3_S29_F3351,1120,0.00448378431396
432,L1_S24_F1713,1133,0.00453582823903
433,L1_S24_F1632,1141,0.00456785526985
434,L2_S26_F3062,1144,0.0045798654064
435,L0_S12_F334,1156,0.00462790595262
436,L3_S30_F3534,1171,0.0046879566354
437,L0_S21_F522,1180,0.00472398704507
438,L3_S30_F3609,1212,0.00485209516832
439,L2_S26_F3121,1238,0.00495618301847
440,L3_S29_F3336,1265,0.00506427424746
441,L3_S36_F3920,1278,0.00511631817254
442,L1_S25_F2161,1322,0.00529246684201
443,L3_S29_F3436,1336,0.00534851414594
444,L3_S29_F3427,1359,0.00544059185953
445,L3_S30_F3639,1364,0.00546060875379
446,L3_S29_F3345,1368,0.0054766222692
447,L3_S33_F3859,1386,0.00554868308853
448,L1_S24_F1850,1393,0.00557670674049
449,L1_S24_F1565,1443,0.00577687568308
450,L3_S38_F3952,1489,0.00596103111026
451,L0_S16_F421,1501,0.00600907165648
452,L3_S30_F3759,1525,0.00610515274892
453,L3_S29_F3373,1564,0.00626128452414
454,L0_S14_F370,1567,0.00627329466069
455,L3_S44_F4121,1585,0.00634535548003
456,L2_S26_F3051,1620,0.00648547373984
457,L1_S24_F1842,1677,0.00671366633439
458,L3_S29_F3479,1684,0.00674168998635
459,L1_S24_F1657,1709,0.00684177445764
460,L3_S30_F3774,1740,0.00696587920205
461,L1_S24_F1753,1818,0.00727814275248
462,L3_S30_F3754,1912,0.00765446036455
463,L0_S22_F546,1926,0.00771050766847
464,L3_S29_F3464,1936,0.00775054145699
465,L0_S12_F350,2003,0.00801876784006
466,L0_S17_F431,2070,0.00828699422312
467,L1_S24_F1514,2168,0.0086793253506
468,L3_S30_F3749,2168,0.0086793253506
469,L1_S24_F1723,2254,0.00902361593185
470,L3_S30_F3554,2353,0.00941995043817
471,L3_S38_F3956,2415,0.00966815992698
472,L3_S29_F3333,2458,0.0098403052176
473,L1_S24_F1778,2581,0.0103327208164
474,L1_S24_F1520,2592,0.0103767579837
475,L3_S30_F3764,2685,0.010749072217
476,L1_S24_F1578,2847,0.0113976195909
477,L3_S29_F3339,3167,0.0126787008235
478,L3_S31_F3846,3547,0.0141999847872
479,L3_S33_F3857,3740,0.0149726369055
480,L0_S12_F344,3963,0.0158653903895
481,L3_S33_F3855,4382,0.0175428061284
482,L1_S24_F1846,4601,0.0184195460969
483,L3_S30_F3744,6020,0.0241003406875
484,L3_S29_F3407,6208,0.0248529759117
485,L3_S38_F3960,6860,0.027463178923
486,L3_S33_F3865,6944,0.0277994627466
487,L1_S24_F1844,10569,0.0423117110842
488,L3_S32_F3854,11075,0.0443374207831
